Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Uhrf1bp1	ENSMUST00000114849.1	UHRF1 (ICBP90) binding protein 1 	677	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.37	0.71	2007, 2009, 2011
Rnf44	ENSMUST00000177950.2	ring finger protein 44 	2723	1	0	0	1	0	0	0	0	0	mmu-let-7i-5p	-0.32	-0.33	0.94	2005, 2007, 2009, 2011
Ppme1	ENSMUST00000032963.8	protein phosphatase methylesterase 1 	66	1	1	0	0	2	0	2	0	0	mmu-let-7d-5p	-0.32	-0.50	0.87	2007, 2009, 2011
Agpat6	ENSMUST00000167004.1	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta) 	1804	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	-0.32	-0.45	0.97	2009, 2011
Dusp4	ENSMUST00000033930.4	dual specificity phosphatase 4 	544	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.34	0.94	2005, 2007, 2009, 2011
Tmem194	ENSMUST00000048099.4	transmembrane protein 194 	40	1	1	0	0	4	0	1	3	0	mmu-let-7d-5p	-0.32	-0.42	0.73	2009, 2011
Cercam	ENSMUST00000047521.6	cerebral endothelial cell adhesion molecule 	49	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.32	0.92	2007, 2009, 2011
Arrdc4	ENSMUST00000048068.8	arrestin domain containing 4 	212	1	0	1	0	0	0	0	0	1	mmu-let-7f-5p	-0.32	-0.33	0.92	2005, 2007, 2009, 2011
Senp2	ENSMUST00000023561.7	SUMO/sentrin specific peptidase 2 	3466	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.32	0.94	2005, 2007, 2009, 2011
Ptpru	ENSMUST00000105987.3	protein tyrosine phosphatase, receptor type, U 	80	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.33	< 0.1	2005, 2009, 2011
Pik3ip1	ENSMUST00000045153.5	phosphoinositide-3-kinase interacting protein 1 	1369	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.33	0.93	2007, 2009, 2011
Cyb561d1	ENSMUST00000106655.1	cytochrome b-561 domain containing 1 	130	1	0	0	1	2	0	2	0	1	mmu-let-7d-5p	-0.32	-0.51	0.68	2005, 2007, 2009, 2011
Slc30a1	ENSMUST00000044954.6	solute carrier family 30 (zinc transporter), member 1 	929	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.39	0.97	2009, 2011
Ppp1r15b	ENSMUST00000052529.3	protein phosphatase 1, regulatory (inhibitor) subunit 15b 	2416	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.35	0.98	2005, 2007, 2011
Med6	ENSMUST00000161598.2	mediator complex subunit 6 	159	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.32	0.83	2005, 2007, 2009, 2011
Esr2	ENSMUST00000110421.2	estrogen receptor 2 (beta) 	12	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.32	-0.32	0.42	2009, 2011
Gpcpd1	ENSMUST00000110136.2	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) 	908	1	0	0	1	0	0	0	0	0	mmu-let-7g-5p	-0.32	-0.34	0.93	2007, 2009, 2011
Cacnb4	ENSMUST00000178799.2	calcium channel, voltage-dependent, beta 4 subunit 	26	1	0	1	0	1	0	1	0	0	mmu-let-7a-5p	-0.32	-0.38	0.45	2009, 2011
Ostf1	ENSMUST00000025631.6	osteoclast stimulating factor 1 	1883	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.32	-0.36	0.94	2009, 2011
Plxnd1	ENSMUST00000015511.9	plexin D1 	87	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.37	0.93	2005, 2007, 2009, 2011
Arl5a	ENSMUST00000036541.7	ADP-ribosylation factor-like 5A 	1270	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.32	-0.38	0.94	2007, 2009, 2011
Nceh1	ENSMUST00000046515.9	neutral cholesterol ester hydrolase 1 	1946	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p	-0.32	-0.34	0.64	2007, 2009, 2011
Tma7	ENSMUST00000167504.1	translational machinery associated 7 homolog (S. cerevisiae) 	27	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.65	< 0.1	2007, 2009, 2011
Golt1b	ENSMUST00000032372.6	golgi transport 1 homolog B (S. cerevisiae) 	2567	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.52	0.98	2005, 2007, 2009, 2011
Snap23	ENSMUST00000110711.3	synaptosomal-associated protein 23 	1805	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.33	0.94	2005, 2007, 2009, 2011
Gcnt4	ENSMUST00000171324.1	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase) 	293	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.32	-0.32	0.97	2007, 2011
Slc8a2	ENSMUST00000168693.1	solute carrier family 8 (sodium/calcium exchanger), member 2 	31	1	0	1	0	3	0	0	3	0	mmu-let-7d-5p	-0.32	-0.40	0.94	2005, 2007, 2009, 2011
Chrd	ENSMUST00000007171.7	chordin 	106	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.32	-0.32	0.84	2005, 2007, 2009, 2011
Ddost	ENSMUST00000030538.4	dolichyl-di-phosphooligosaccharide-protein glycotransferase 	4156	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.32	0.90	2005, 2007, 2009, 2011
2410127L17Rik	ENSMUST00000025632.9	RIKEN cDNA 2410127L17 gene 	206	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.31	-0.32	0.95	
Vav3	ENSMUST00000046864.8	vav 3 oncogene 	265	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.31	0.70	2005, 2007, 2009, 2011
Dlst	ENSMUST00000053811.8	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) 	5144	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.31	-0.32	0.95	2005, 2007, 2009, 2011
Tia1	ENSMUST00000095753.3	cytotoxic granule-associated RNA binding protein 1 	906	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.31	-0.32	0.78	2009, 2011
Tsc1	ENSMUST00000028155.6	tuberous sclerosis 1 	1405	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.33	0.95	2005, 2007, 2009, 2011
Tspear	ENSMUST00000092366.2	thrombospondin type laminin G domain and EAR repeats 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.31	0.58	
Nlrc5	ENSMUST00000053085.6	NLR family, CARD domain containing 5 	128	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.32	0.79	2007, 2011
Fbxl14	ENSMUST00000032094.6	F-box and leucine-rich repeat protein 14 	113	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.31	-0.32	0.95	2009, 2011
Tsc22d2	ENSMUST00000099090.2	TSC22 domain family, member 2 	922	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.31	0.94	2005, 2007, 2009, 2011
Kcnq4	ENSMUST00000030376.7	potassium voltage-gated channel, subfamily Q, member 4 	151	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.31	0.93	
Idh2	ENSMUST00000107384.4	isocitrate dehydrogenase 2 (NADP+), mitochondrial 	1652	1	0	0	1	2	0	2	0	0	mmu-let-7d-5p	-0.31	-0.74	0.88	2005, 2007, 2009, 2011
Gm7353	ENSMUST00000069044.5	predicted pseudogene 7353 	9	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.31	< 0.1	
Lgr4	ENSMUST00000046548.8	leucine-rich repeat-containing G protein-coupled receptor 4 	3539	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.31	-0.32	0.95	2005, 2007, 2009, 2011
Ugcg	ENSMUST00000030074.7	UDP-glucose ceramide glucosyltransferase 	811	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.31	0.92	2009, 2011
Golph3	ENSMUST00000059680.5	golgi phosphoprotein 3 	2873	1	0	0	1	0	0	0	0	1	mmu-let-7i-5p	-0.31	-0.31	0.82	2005, 2007, 2009, 2011
Tnfrsf1b	ENSMUST00000030336.5	tumor necrosis factor receptor superfamily, member 1b 	113	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.31	0.98	2005, 2007, 2009, 2011
Gpr26	ENSMUST00000045840.4	G protein-coupled receptor 26 	5	1	1	0	0	1	0	1	0	1	mmu-let-7d-5p	-0.31	-0.31	0.98	2005, 2007, 2009, 2011
Esrrb	ENSMUST00000116402.4	estrogen related receptor, beta 	130	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p	-0.31	-0.31	0.62	2009, 2011
Bin3	ENSMUST00000022680.7	bridging integrator 3 	303	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.31	-0.32	0.90	2005, 2007, 2009, 2011
Nova1	ENSMUST00000021438.6	neuro-oncological ventral antigen 1 	234	2	0	1	1	0	0	0	0	1	mmu-let-7a-5p	-0.31	-0.48	> 0.99	2005, 2007, 2011
Trib1	ENSMUST00000067543.6	tribbles homolog 1 (Drosophila) 	267	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.31	0.94	2005, 2007, 2009, 2011
Limd1	ENSMUST00000026269.2	LIM domains containing 1 	1947	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p	-0.31	-0.31	0.90	2005, 2007, 2009, 2011
Letmd1	ENSMUST00000037001.8	LETM1 domain containing 1 	2438	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.31	-0.33	0.70	2005, 2007, 2009, 2011
Ttll6	ENSMUST00000167258.2	tubulin tyrosine ligase-like family, member 6 	15	1	0	1	0	0	0	0	0	0	mmu-let-7c-5p	-0.31	-0.31	0.45	2007, 2011
Col15a1	ENSMUST00000102917.5	collagen, type XV, alpha 1 	3316	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.31	-0.31	0.94	2005, 2007, 2009, 2011
Cecr6	ENSMUST00000178687.1	cat eye syndrome chromosome region, candidate 6 	13	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p	-0.31	-0.31	0.94	2005, 2007, 2009, 2011
Runx1t1	ENSMUST00000006761.4	runt-related transcription factor 1; translocated to, 1 (cyclin D-related) 	51	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p	-0.31	-0.34	0.95	2009, 2011
Ankrd52	ENSMUST00000014642.4	ankyrin repeat domain 52 	1083	1	0	0	1	2	0	1	1	0	mmu-let-7d-5p	-0.31	-0.31	0.90	2009, 2011
Nipal4	ENSMUST00000020679.2	NIPA-like domain containing 4 	18	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.30	0.93	2009, 2011
Fam154b	ENSMUST00000056728.4	family with sequence similarity 154, member B 	10	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.30	< 0.1	2007, 2009, 2011
Ago2	ENSMUST00000044113.10	argonaute RISC catalytic subunit 2 	1138	3	1	1	1	1	0	1	0	3	mmu-let-7d-5p	-0.30	-0.55	> 0.99	2011
AW549877	ENSMUST00000046633.8	expressed sequence AW549877 	790	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.33	0.96	2009, 2011
Nid2	ENSMUST00000022340.3	nidogen 2 	383	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.30	0.72	2005, 2007, 2009, 2011
Adipor2	ENSMUST00000032272.7	adiponectin receptor 2 	2137	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.30	0.93	2005, 2007, 2009, 2011
Asap1	ENSMUST00000177371.2	ArfGAP with SH3 domain, ankyrin repeat and PH domain1 	367	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.31	0.73	2007, 2009, 2011
Gpr63	ENSMUST00000038920.1	G protein-coupled receptor 63 	28	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.30	-0.40	0.88	
Piga	ENSMUST00000112255.2	phosphatidylinositol glycan anchor biosynthesis, class A 	563	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.30	-0.30	0.95	2005, 2007, 2009, 2011
Rnf20	ENSMUST00000029989.5	ring finger protein 20 	1943	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.30	-0.30	0.94	2005, 2007, 2009, 2011
Meis2	ENSMUST00000110907.2	Meis homeobox 2 	161	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.30	0.92	2005, 2007, 2009, 2011
Lingo1	ENSMUST00000053568.1	leucine rich repeat and Ig domain containing 1 	21	1	1	0	0	2	0	2	0	0	mmu-let-7d-5p	-0.30	-0.58	0.98	2007, 2009, 2011
Zbtb39	ENSMUST00000054287.7	zinc finger and BTB domain containing 39 	95	1	1	0	0	1	0	1	0	1	mmu-let-7d-5p	-0.30	-0.33	0.97	2005, 2007, 2009, 2011
Ttc14	ENSMUST00000099153.4	tetratricopeptide repeat domain 14 	924	1	0	0	1	2	0	1	1	1	mmu-let-7d-5p	-0.30	-0.58	< 0.1	2009, 2011
Ints2	ENSMUST00000018212.7	integrator complex subunit 2 	115	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p	-0.30	-0.35	0.87	2007, 2009, 2011
Arhgef15	ENSMUST00000065040.7	Rho guanine nucleotide exchange factor (GEF) 15 	325	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.30	-0.30	0.93	2005, 2007, 2009, 2011
Itsn1	ENSMUST00000056482.8	intersectin 1 (SH3 domain protein 1A) 	999	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.30	0.83	2005, 2007, 2009, 2011
Tcf7l1	ENSMUST00000069536.6	transcription factor 7 like 1 (T cell specific, HMG box) 	185	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.30	-0.31	0.24	2005, 2007, 2009, 2011
Slc16a14	ENSMUST00000027422.6	solute carrier family 16 (monocarboxylic acid transporters), member 14 	219	1	1	0	0	0	0	0	0	2	mmu-let-7b-5p	-0.30	-0.30	0.79	2005, 2007, 2009, 2011
Tlr5	ENSMUST00000110997.1	toll-like receptor 5 	49	1	1	0	0	1	0	1	0	0	mmu-let-7f-5p	-0.30	-0.40	< 0.1	
Stox2	ENSMUST00000110367.3	storkhead box 2 	115	1	0	1	0	1	0	1	0	0	mmu-let-7a-5p	-0.30	-0.33	0.94	2009, 2011
Klf14	ENSMUST00000101589.4	Kruppel-like factor 14 	14	1	0	1	0	1	0	1	0	0	mmu-let-7d-5p	-0.30	-0.34	0.42	2011
Vangl2	ENSMUST00000027837.7	vang-like 2 (van gogh, Drosophila) 	234	2	0	1	1	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.37	0.97	2007
Egln2	ENSMUST00000080058.5	egl-9 family hypoxia-inducible factor 2 	155	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.34	0.62	2005, 2007, 2009, 2011
Wnk3	ENSMUST00000096285.4	WNK lysine deficient protein kinase 3 	74	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p	-0.30	-0.30	0.93	
Cnnm4	ENSMUST00000153128.1	cyclin M4 	86	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
Sppl2b	ENSMUST00000035597.8	signal peptide peptidase like 2B 	273	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.31	< 0.1	2009, 2011
Igf2bp1	ENSMUST00000013559.2	insulin-like growth factor 2 mRNA binding protein 1 	450	5	3	1	1	0	0	0	0	1	mmu-let-7d-5p	-0.30	-1.51	> 0.99	2007, 2009, 2011
Dcun1d3	ENSMUST00000059851.7	DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae) 	469	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.36	0.98	2007, 2009, 2011
Col4a2	ENSMUST00000033899.8	collagen, type IV, alpha 2 	1325	1	0	0	1	0	0	0	0	0	mmu-miR-98-5p	-0.30	-0.30	0.94	2005, 2007, 2009, 2011
Gabra6	ENSMUST00000020703.7	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.30	0.70	2009, 2011
Gpr137	ENSMUST00000099774.4	G protein-coupled receptor 137 	278	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.30	-0.30	0.41	2007, 2009, 2011
Rictor	ENSMUST00000061656.6	RPTOR independent companion of MTOR, complex 2 	898	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.31	0.94	2007, 2009, 2011
Surf4	ENSMUST00000015011.4	surfeit gene 4 	5411	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.30	-0.39	0.78	2005, 2007, 2009, 2011
Zfp697	ENSMUST00000056096.9	zinc finger protein 697 	34	1	0	1	0	1	0	1	0	0	mmu-let-7d-5p	-0.30	-0.38	0.81	2009, 2011
Ubxn10	ENSMUST00000105811.3	UBX domain protein 10 	207	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.31	< 0.1	2007, 2009, 2011
Btg2	ENSMUST00000020692.6	B cell translocation gene 2, anti-proliferative 	3163	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.30	-0.30	0.93	2005, 2007, 2009, 2011
Fam214b	ENSMUST00000107958.2	family with sequence similarity 214, member B 	125	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.30	-0.37	0.92	2007, 2009, 2011
Rab15	ENSMUST00000021459.8	RAB15, member RAS oncogene family 	37	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.29	-0.29	0.89	2005, 2007, 2009, 2011
AI606181	ENSMUST00000099454.3	expressed sequence AI606181 	329	1	0	0	1	0	0	0	0	0	mmu-let-7f-5p	-0.29	-0.30	0.87	
Cap1	ENSMUST00000106255.2	CAP, adenylate cyclase-associated protein 1 (yeast) 	2283	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.29	-0.33	0.93	2005, 2007, 2009, 2011
Kpna1	ENSMUST00000004054.7	karyopherin (importin) alpha 1 	5043	1	0	0	1	1	0	1	0	0	mmu-let-7d-5p	-0.29	-0.31	0.92	2005, 2007, 2009, 2011
Sass6	ENSMUST00000029571.8	spindle assembly 6 homolog (C. elegans) 	218	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p	-0.29	-0.35	0.95	2007, 2009, 2011
Mex3a	ENSMUST00000172699.1	mex3 homolog A (C. elegans) 	442	1	0	0	1	0	0	0	0	1	mmu-miR-98-5p	-0.29	-0.30	0.83	2007, 2009, 2011
Tnfaip3	ENSMUST00000019997.5	tumor necrosis factor, alpha-induced protein 3 	37	1	0	1	0	0	0	0	0	2	mmu-let-7a-5p	-0.29	-0.31	0.94	2005, 2007, 2009, 2011
Adamts5	ENSMUST00000023611.5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) 	857	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.29	-0.29	0.95	2005, 2007, 2009, 2011
Sox13	ENSMUST00000144386.2	SRY (sex determining region Y)-box 13 	396	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.29	-0.29	0.54	2005, 2007, 2009, 2011
Lrrc8b	ENSMUST00000112707.1	leucine rich repeat containing 8 family, member B 	466	1	0	1	0	1	0	1	0	0	mmu-let-7f-5p	-0.29	-0.31	0.79	
Hectd2	ENSMUST00000047247.6	HECT domain containing 2 	350	1	0	0	1	0	0	0	0	0	mmu-let-7f-5p	-0.29	-0.29	0.62	2005, 2007, 2009, 2011
Rragd	ENSMUST00000098190.4	Ras-related GTP binding D 	358	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.29	-0.39	0.94	2009, 2011
Epha4	ENSMUST00000027451.7	Eph receptor A4 	97	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.29	-0.29	0.92	2005, 2007, 2009, 2011
Rorc	ENSMUST00000107292.2	RAR-related orphan receptor gamma 	571	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.29	-0.32	0.92	2005, 2007, 2009, 2011
Galnt15	ENSMUST00000022460.5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15 	203	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p	-0.29	-0.31	0.95	2007
Vash2	ENSMUST00000047409.7	vasohibin 2 	439	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.29	-0.29	0.94	2007, 2009, 2011
Sox6	ENSMUST00000166877.2	SRY (sex determining region Y)-box 6 	594	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.29	-0.34	0.88	
Kdm3a	ENSMUST00000065509.5	lysine (K)-specific demethylase 3A 	3277	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.29	-0.29	0.85	2007, 2009, 2011
Cap2	ENSMUST00000021802.9	CAP, adenylate cyclase-associated protein, 2 (yeast) 	2115	1	0	0	1	1	0	1	0	1	mmu-let-7d-5p	-0.29	-0.59	0.80	2005, 2007, 2009, 2011
Rasgrp1	ENSMUST00000172901.2	RAS guanyl releasing protein 1 	17	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p	-0.29	-0.29	0.95	2005, 2007, 2009, 2011
Cped1	ENSMUST00000115383.3	cadherin-like and PC-esterase domain containing 1 	1712	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p	-0.29	-0.29	0.73	2007
Tor1aip2	ENSMUST00000111757.4	torsin A interacting protein 2 	1299	1	1	0	0	1	0	1	0	0	mmu-let-7f-5p	-0.29	-0.29	0.44	2009, 2011
Zfp282	ENSMUST00000061890.7	zinc finger protein 282 	425	1	0	1	0	2	0	2	0	0	mmu-let-7b-5p	-0.29	-0.58	0.95	2009, 2011
Appbp2	ENSMUST00000018625.9	amyloid beta precursor protein (cytoplasmic tail) binding protein 2 	1396	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.29	-0.31	0.93	2005, 2007
Acot11	ENSMUST00000102762.4	acyl-CoA thioesterase 11 	475	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	-0.29	-0.45	0.52	2011
Gbp7	ENSMUST00000171263.2	guanylate binding protein 7 	188	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.29	-0.29	0.80	2009, 2011
Rffl	ENSMUST00000074515.5	ring finger and FYVE like domain containing protein 	625	1	0	1	0	0	0	0	0	1	mmu-let-7f-5p	-0.29	-0.30	0.15	2007, 2009, 2011
Sema4g	ENSMUST00000026225.9	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G 	554	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.29	-0.29	0.83	2005, 2007, 2009, 2011
Zdhhc23	ENSMUST00000036321.8	zinc finger, DHHC domain containing 23 	41	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.29	-0.33	0.23	
Farp1	ENSMUST00000026635.7	FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived) 	875	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.29	-0.32	0.94	2005, 2007, 2009, 2011
B630005N14Rik	ENSMUST00000045235.5	RIKEN cDNA B630005N14 gene 	432	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p	-0.28	-0.28	0.82	2009, 2011
Rtl1	ENSMUST00000149046.2	retrotransposon-like 1 	5	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.28	-0.28	0.87	
Dzip1	ENSMUST00000047208.6	DAZ interacting protein 1 	138	1	0	0	1	0	0	0	0	0	mmu-let-7c-5p	-0.28	-0.43	0.87	2005, 2007, 2009, 2011
Fras1	ENSMUST00000036019.4	Fraser syndrome 1 homolog (human) 	67	1	1	0	0	0	0	0	0	0	mmu-let-7b-5p	-0.28	-0.31	0.98	2005, 2007, 2009, 2011
Prpf38b	ENSMUST00000029480.8	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B 	1970	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	-0.28	-0.59	0.98	2005, 2007, 2009, 2011
Hoxd1	ENSMUST00000047793.5	homeobox D1 	10	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.28	-0.28	0.61	2005, 2007, 2009, 2011
Cers3	ENSMUST00000066475.9	ceramide synthase 3 	13	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.28	-0.28	< 0.1	2007, 2011
Pdgfb	ENSMUST00000000500.6	platelet derived growth factor, B polypeptide 	26	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.28	-0.31	0.58	2005, 2007, 2009, 2011
Vgll3	ENSMUST00000168064.1	vestigial like 3 (Drosophila) 	1036	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.28	-0.43	0.93	2011
Edem3	ENSMUST00000059498.6	ER degradation enhancer, mannosidase alpha-like 3 	1130	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.28	-0.32	0.97	2007, 2009, 2011
Lmx1a	ENSMUST00000111377.2	LIM homeobox transcription factor 1 alpha 	8	1	0	1	0	1	0	1	0	0	mmu-let-7b-5p	-0.28	-0.28	0.47	2007, 2009, 2011
Strbp	ENSMUST00000028279.4	spermatid perinuclear RNA binding protein 	530	2	0	0	2	0	0	0	0	1	mmu-let-7d-5p	-0.28	-0.44	> 0.99	2005, 2007, 2009, 2011
Msn	ENSMUST00000117399.1	moesin 	7837	1	0	1	0	1	0	1	0	0	mmu-let-7a-5p	-0.28	-0.38	0.88	2007, 2009, 2011
Faxc	ENSMUST00000029908.7	failed axon connections homolog (Drosophila) 	133	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.28	-0.32	0.98	2009, 2011
Atp8b4	ENSMUST00000040128.6	ATPase, class I, type 8B, member 4 	27	1	0	1	0	0	0	0	0	1	mmu-let-7i-5p	-0.28	-0.28	0.92	2005, 2007, 2009, 2011
Srek1ip1	ENSMUST00000022230.9	splicing regulatory glutamine/lysine-rich protein 1interacting protein 1 	669	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.28	-0.29	0.93	2007, 2009, 2011
Prkaa2	ENSMUST00000030243.7	protein kinase, AMP-activated, alpha 2 catalytic subunit 	2924	1	1	0	0	0	0	0	0	2	mmu-let-7d-5p	-0.28	-0.30	0.95	2011
Loxl4	ENSMUST00000026190.8	lysyl oxidase-like 4 	34	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p	-0.28	-0.28	0.93	2005, 2007, 2009, 2011
Tcta	ENSMUST00000044725.7	T cell leukemia translocation altered gene 	122	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.28	-0.40	0.22	2005, 2007, 2009, 2011
