Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Ltbr	ENSMUST00000032489.7	lymphotoxin B receptor 	98	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.28	-0.28	0.63	2007, 2009, 2011
Schip1	ENSMUST00000182532.2	schwannomin interacting protein 1 	1132	1	0	0	1	0	0	0	0	0	mmu-miR-29b-3p	-0.28	-0.28	0.92	2005, 2007, 2009, 2011
Naa60	ENSMUST00000186375.1	N(alpha)-acetyltransferase 60, NatF catalytic subunit 	1502	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.28	-0.28	0.89	2007, 2009, 2011
Col22a1	ENSMUST00000159993.2	collagen, type XXII, alpha 1 	50	1	0	0	1	2	0	2	0	0	mmu-miR-29b-3p	-0.27	-0.27	0.93	2005, 2007, 2011
Dcx	ENSMUST00000033642.4	doublecortin 	5	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.27	0.85	2005, 2007, 2009, 2011
Htr1b	ENSMUST00000183482.1	5-hydroxytryptamine (serotonin) receptor 1B 	64	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.27	0.61	
Fam134c	ENSMUST00000107295.4	family with sequence similarity 134, member C 	467	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.27	-0.31	0.56	2007, 2009, 2011
Atxn1	ENSMUST00000180110.2	ataxin 1 	414	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.29	0.84	2005, 2007, 2011
Ctdspl2	ENSMUST00000036647.7	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 	546	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.28	0.76	2007, 2009, 2011
Pik3r3	ENSMUST00000030464.8	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55) 	310	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.27	0.83	2005, 2007, 2009, 2011
Rere	ENSMUST00000105682.3	arginine glutamic acid dipeptide (RE) repeats 	443	1	0	0	1	0	0	0	0	0	mmu-miR-29b-3p	-0.27	-0.30	0.93	2005, 2007, 2009, 2011
Zfp191	ENSMUST00000066497.6	zinc finger protein 191 	2139	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.28	0.46	2009, 2011
Ina	ENSMUST00000037636.3	internexin neuronal intermediate filament protein, alpha 	74	1	0	0	1	0	0	0	0	0	mmu-miR-29b-3p	-0.27	-0.27	0.91	2005, 2007, 2009, 2011
Epha1	ENSMUST00000073387.2	Eph receptor A1 	377	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.27	0.60	2005, 2007, 2009, 2011
Shroom2	ENSMUST00000101141.3	shroom family member 2 	189	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.30	0.92	2007, 2009, 2011
Dennd1b	ENSMUST00000168527.2	DENN/MADD domain containing 1B 	918	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.27	-0.27	0.69	2007, 2009, 2011
Zc4h2	ENSMUST00000120620.2	zinc finger, C4H2 domain containing 	14	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.27	0.92	2007, 2009, 2011
Zfp91	ENSMUST00000038627.8	zinc finger protein 91 	823	1	0	1	0	1	1	0	0	0	mmu-miR-29a-3p	-0.27	-0.50	0.85	2005, 2007, 2009, 2011
Hinfp	ENSMUST00000034629.4	histone H4 transcription factor 	137	1	0	1	0	0	0	0	0	3	mmu-miR-29a-3p	-0.27	-0.33	0.62	2007, 2009, 2011
Dpysl2	ENSMUST00000022629.8	dihydropyrimidinase-like 2 	278	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.28	0.41	2007, 2009, 2011
Slc16a7	ENSMUST00000063318.3	solute carrier family 16 (monocarboxylic acid transporters), member 7 	330	1	0	0	1	2	0	0	2	1	mmu-miR-29b-3p	-0.27	-0.52	0.94	
Cyth3	ENSMUST00000116456.4	cytohesin 3 	1264	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.27	-0.27	< 0.1	2007, 2009, 2011
Gfod1	ENSMUST00000055341.5	glucose-fructose oxidoreductase domain containing 1 	124	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.27	-0.27	0.83	2009, 2011
Vash2	ENSMUST00000047409.7	vasohibin 2 	439	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.27	-0.29	0.88	2007, 2009, 2011
Slc5a8	ENSMUST00000020255.6	solute carrier family 5 (iodide transporter), member 8 	255	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.46	0.61	2007, 2009, 2011
Sh3rf3	ENSMUST00000153031.1	SH3 domain containing ring finger 3 	101	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.27	-0.27	0.89	2009, 2011
Wbp1l	ENSMUST00000138302.3	WW domain binding protein 1 like 	1517	1	1	0	0	1	0	1	0	0	mmu-miR-29b-3p	-0.27	-0.31	0.88	2007, 2009, 2011
Fbrs	ENSMUST00000048896.6	fibrosin 	1113	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.28	0.89	2007, 2011
Stx16	ENSMUST00000087908.4	syntaxin 16 	958	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.27	-0.30	0.57	2005, 2007, 2009, 2011
Nsd1	ENSMUST00000099490.2	nuclear receptor-binding SET-domain protein 1 	1937	2	2	0	0	0	0	0	0	1	mmu-miR-29b-3p	-0.27	-0.33	> 0.99	2009, 2011
Mapre2	ENSMUST00000170802.2	microtubule-associated protein, RP/EB family, member 2 	366	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.27	-0.39	0.85	2005, 2007, 2009, 2011
Hspg2	ENSMUST00000030547.9	perlecan (heparan sulfate proteoglycan 2) 	5498	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.27	0.91	2007, 2009, 2011
Palm	ENSMUST00000046945.7	paralemmin 	17	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.27	-0.34	0.81	2005, 2007, 2009, 2011
Pcgf3	ENSMUST00000046975.6	polycomb group ring finger 3 	636	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.27	-0.36	0.93	2005, 2007, 2009, 2011
Wac	ENSMUST00000167020.2	WW domain containing adaptor with coiled-coil 	218	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.27	-0.30	0.75	2011
Sp1	ENSMUST00000001326.6	trans-acting transcription factor 1 	1975	1	1	0	0	2	0	0	2	0	mmu-miR-29b-3p	-0.27	-0.30	0.71	2005, 2007, 2009, 2011
AU019823	ENSMUST00000131351.2	expressed sequence AU019823 	31	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.27	-0.27	0.46	2009, 2011
Arhgap36	ENSMUST00000114904.4	Rho GTPase activating protein 36 	19	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.27	-0.27	0.45	2007, 2009, 2011
Pten	ENSMUST00000013807.7	phosphatase and tensin homolog 	1182	2	1	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.26	-0.56	0.99	2005, 2007, 2009, 2011
Hiatl1	ENSMUST00000155487.2	hippocampus abundant transcript-like 1 	954	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.26	-0.27	0.61	2005, 2009, 2011
Gpr85	ENSMUST00000060442.8	G protein-coupled receptor 85 	46	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.88	2005, 2007, 2009, 2011
Tmem65	ENSMUST00000072113.5	transmembrane protein 65 	3129	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.26	-0.38	0.87	2005, 2007, 2009, 2011
Enpp2	ENSMUST00000171545.2	ectonucleotide pyrophosphatase/phosphodiesterase 2 	3978	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.86	2005, 2007, 2009, 2011
Def8	ENSMUST00000065534.4	differentially expressed in FDCP 8 	1168	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.26	-0.30	0.75	2007, 2009, 2011
Kctd21	ENSMUST00000054107.5	potassium channel tetramerisation domain containing 21 	138	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.26	-0.36	0.44	2007, 2009, 2011
Prrc2c	ENSMUST00000182149.2	proline-rich coiled-coil 2C 	78	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.26	-0.26	0.79	2007, 2009, 2011
Car3	ENSMUST00000029076.4	carbonic anhydrase 3 	62728	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.57	2009, 2011
Phldb3	ENSMUST00000073325.5	pleckstrin homology-like domain, family B, member 3 	24	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.34	2009, 2011
Kcnj6	ENSMUST00000095873.5	potassium inwardly-rectifying channel, subfamily J, member 6 	0	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.26	-0.26	0.23	
Arvcf	ENSMUST00000115614.3	armadillo repeat gene deleted in velo-cardio-facial syndrome 	90	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.82	2005, 2007, 2009, 2011
Kpna4	ENSMUST00000029353.3	karyopherin (importin) alpha 4 	1495	1	0	1	0	1	0	0	1	0	mmu-miR-29b-3p	-0.26	-0.34	0.88	2005, 2007, 2009, 2011
Lrp6	ENSMUST00000032322.9	low density lipoprotein receptor-related protein 6 	302	2	0	2	0	0	0	0	0	1	mmu-miR-29b-3p	-0.26	-0.37	0.98	2011
Stx1a	ENSMUST00000005509.5	syntaxin 1A (brain) 	67	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.71	2005, 2007, 2009, 2011
Arhgap28	ENSMUST00000024840.6	Rho GTPase activating protein 28 	107	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.71	2005, 2007, 2009, 2011
Lemd2	ENSMUST00000055117.7	LEM domain containing 2 	530	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.26	-0.26	0.66	2005, 2007, 2009, 2011
Hs3st3b1	ENSMUST00000094103.3	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 	907	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.26	-0.26	0.88	2005, 2007, 2009, 2011
Prpf40a	ENSMUST00000076313.7	PRP40 pre-mRNA processing factor 40 homolog A (yeast) 	3927	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.27	0.45	2009, 2011
Slc6a2	ENSMUST00000072939.6	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2 	44	2	1	1	0	1	0	0	1	1	mmu-miR-29a-3p	-0.26	-0.33	0.97	2009, 2011
Slc25a44	ENSMUST00000168755.1	solute carrier family 25, member 44 	24	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.85	2007, 2009, 2011
Mstn	ENSMUST00000191197.1	myostatin 	1683	1	0	0	1	0	0	0	0	2	mmu-miR-29a-3p	-0.26	-0.26	0.93	2007, 2009, 2011
Tmem86a	ENSMUST00000010451.5	transmembrane protein 86A 	78	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.26	-0.37	0.77	2007, 2009, 2011
Plcxd2	ENSMUST00000130481.1	phosphatidylinositol-specific phospholipase C, X domain containing 2 	1217	1	1	0	0	0	0	0	0	2	mmu-miR-29a-3p	-0.26	-0.26	0.77	2009, 2011
Cnot6	ENSMUST00000145353.2	CCR4-NOT transcription complex, subunit 6 	874	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.89	2005, 2007, 2009, 2011
Camk2g	ENSMUST00000100837.4	calcium/calmodulin-dependent protein kinase II gamma 	508	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.47	2005, 2007, 2009, 2011
Sox12	ENSMUST00000182625.1	SRY (sex determining region Y)-box 12 	2247	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.26	-0.28	0.83	2005, 2007, 2009, 2011
Ammecr1	ENSMUST00000041317.2	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 	88	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.92	2007
Scn3b	ENSMUST00000171835.3	sodium channel, voltage-gated, type III, beta 	478	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.26	-0.29	0.84	2007, 2009, 2011
Mblac2	ENSMUST00000057598.5	metallo-beta-lactamase domain containing 2 	283	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.26	0.56	2007, 2009, 2011
Ubfd1	ENSMUST00000033158.4	ubiquitin family domain containing 1 	2965	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.26	-0.33	0.81	2007, 2009, 2011
D630045J12Rik	ENSMUST00000117556.2	RIKEN cDNA D630045J12 gene 	244	1	1	0	0	3	1	1	1	1	mmu-miR-29a-3p	-0.26	-0.35	0.89	2011
Fermt2	ENSMUST00000045905.7	fermitin family homolog 2 (Drosophila) 	7798	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.35	0.49	2007, 2009, 2011
Prkg1	ENSMUST00000065067.7	protein kinase, cGMP-dependent, type I 	65	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.26	0.81	2005, 2007, 2009, 2011
Atxn1l	ENSMUST00000093162.3	ataxin 1-like 	808	1	0	0	1	1	0	1	0	2	mmu-miR-29a-3p	-0.25	-0.26	0.81	2009, 2011
Col5a1	ENSMUST00000028280.8	collagen, type V, alpha 1 	2756	3	2	1	0	1	0	1	0	3	mmu-miR-29a-3p	-0.25	-0.80	> 0.99	2007, 2009, 2011
En1	ENSMUST00000079721.8	engrailed 1 	179	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.25	0.57	2005, 2007, 2009, 2011
Otud4	ENSMUST00000173078.2	OTU domain containing 4 	2329	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.25	-0.26	0.48	2007, 2009, 2011
Slco5a1	ENSMUST00000188454.1	solute carrier organic anion transporter family, member 5A1 	20	1	1	0	0	2	0	1	1	0	mmu-miR-29a-3p	-0.25	-0.26	0.90	2009, 2011
Igf1	ENSMUST00000105300.3	insulin-like growth factor 1 	5701	2	2	0	0	0	0	0	0	1	mmu-miR-29b-3p	-0.25	-0.78	> 0.99	2005, 2007, 2009, 2011
Kbtbd8	ENSMUST00000119582.1	kelch repeat and BTB (POZ) domain containing 8 	62	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.25	-0.25	0.76	2005, 2007, 2009, 2011
Chmp6	ENSMUST00000026434.7	charged multivesicular body protein 6 	3087	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.25	-0.25	0.67	2007, 2009, 2011
Kifc2	ENSMUST00000004294.10	kinesin family member C2 	86	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.28	0.88	2005, 2007, 2009, 2011
Clock	ENSMUST00000075159.1	circadian locomotor output cycles kaput 	748	1	1	0	0	2	0	1	1	1	mmu-miR-29b-3p	-0.25	-0.35	< 0.1	2005, 2007, 2009, 2011
Mtmr4	ENSMUST00000103179.4	myotubularin related protein 4 	504	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.25	0.78	2005, 2007, 2009, 2011
Nrsn1	ENSMUST00000057866.7	neurensin 1 	5	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.25	-0.25	0.52	2007, 2009, 2011
Ncoa3	ENSMUST00000088095.5	nuclear receptor coactivator 3 	1832	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.25	-0.49	0.51	2005, 2007, 2009, 2011
Bace1	ENSMUST00000034591.5	beta-site APP cleaving enzyme 1 	924	1	0	1	0	1	0	0	1	0	mmu-miR-29b-3p	-0.25	-0.27	0.82	2005, 2007, 2009, 2011
Itga6	ENSMUST00000028522.4	integrin alpha 6 	3454	1	0	0	1	1	0	0	1	1	mmu-miR-29b-3p	-0.25	-0.26	0.92	2005, 2007
Rab12	ENSMUST00000070538.5	RAB12, member RAS oncogene family 	3783	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.25	0.87	2007, 2009, 2011
Grin2b	ENSMUST00000053880.7	glutamate receptor, ionotropic, NMDA2B (epsilon 2) 	5	1	0	0	1	3	1	1	1	3	mmu-miR-29a-3p	-0.25	-0.25	0.60	
Dcun1d4	ENSMUST00000063882.6	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae) 	353	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.26	0.92	2007, 2009, 2011
Rnf165	ENSMUST00000026494.8	ring finger protein 165 	56	2	0	2	0	0	0	0	0	0	mmu-miR-29b-3p	-0.25	-0.29	0.98	2005, 2007, 2011
Dpp4	ENSMUST00000047812.7	dipeptidylpeptidase 4 	905	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.26	0.93	2005, 2007, 2009, 2011
F11r	ENSMUST00000043839.4	F11 receptor 	5127	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.25	-0.25	0.85	2005, 2007, 2009, 2011
March1	ENSMUST00000110255.2	membrane-associated ring finger (C3HC4) 1 	57	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.39	0.88	
Tmem178b	ENSMUST00000061740.7	transmembrane protein 178B 	8	1	1	0	0	0	0	0	0	2	mmu-miR-29a-3p	-0.25	-0.62	0.82	
Frmd4a	ENSMUST00000075767.8	FERM domain containing 4A 	256	1	0	0	1	1	0	1	0	0	mmu-miR-29a-3p	-0.25	-0.26	0.92	2005, 2007, 2009, 2011
Mat2a	ENSMUST00000059472.8	methionine adenosyltransferase II, alpha 	204	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.26	0.89	2005, 2007, 2009, 2011
Pgap1	ENSMUST00000097739.4	post-GPI attachment to proteins 1 	503	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.25	-0.38	0.88	2007
Rarb	ENSMUST00000063750.6	retinoic acid receptor, beta 	34	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.34	0.83	2005, 2007, 2009, 2011
Spsb4	ENSMUST00000055433.4	splA/ryanodine receptor domain and SOCS box containing 4 	25	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.29	0.83	2007, 2009, 2011
Prr14l	ENSMUST00000120129.3	proline rich 14-like 	620	2	0	2	0	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.25	0.93	2009, 2011
Foxj2	ENSMUST00000003238.8	forkhead box J2 	32	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.25	-0.41	0.78	2005, 2007, 2009, 2011
Ddi2	ENSMUST00000102484.4	DNA-damage inducible protein 2 	2606	1	1	0	0	0	0	0	0	1	mmu-miR-29b-3p	-0.24	-0.27	0.92	
Agpat4	ENSMUST00000024594.3	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta) 	69	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.24	0.76	2005, 2007, 2009, 2011
Gan	ENSMUST00000064488.5	giant axonal neuropathy 	541	1	0	1	0	4	0	4	0	2	mmu-miR-29a-3p	-0.24	-0.29	0.88	2005, 2007, 2009, 2011
Zbtb10	ENSMUST00000155203.1	zinc finger and BTB domain containing 10 	220	1	0	1	0	2	0	0	2	0	mmu-miR-29a-3p	-0.24	-0.43	0.81	2011
Cox10	ENSMUST00000049091.8	cytochrome c oxidase assembly protein 10 	296	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.24	-0.24	0.84	2005, 2007, 2009, 2011
Pdgfb	ENSMUST00000000500.6	platelet derived growth factor, B polypeptide 	26	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.24	0.88	2005, 2007, 2009, 2011
Cdkl2	ENSMUST00000086978.6	cyclin-dependent kinase-like 2 (CDC2-related kinase) 	161	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.24	-0.25	0.18	2007, 2009, 2011
Rcor1	ENSMUST00000084968.8	REST corepressor 1 	350	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.24	-0.24	0.84	2007, 2009, 2011
Htr7	ENSMUST00000166074.1	5-hydroxytryptamine (serotonin) receptor 7 	21	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.24	0.62	2005, 2007, 2009, 2011
Arrdc4	ENSMUST00000048068.8	arrestin domain containing 4 	212	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.24	-0.25	0.59	2005, 2007, 2009, 2011
Tmed9	ENSMUST00000109905.3	transmembrane emp24 protein transport domain containing 9 	119	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.24	-0.28	0.77	2005, 2007, 2009, 2011
Elavl4	ENSMUST00000106598.2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D) 	8	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.24	0.92	2009, 2011
Pex5	ENSMUST00000112532.2	peroxisomal biogenesis factor 5 	1325	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.24	0.54	2005, 2007, 2009, 2011
Mest	ENSMUST00000163949.3	mesoderm specific transcript 	769	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.24	-0.33	0.75	2005, 2007, 2009, 2011
Emp2	ENSMUST00000078357.4	epithelial membrane protein 2 	3979	1	0	1	0	1	0	1	0	0	mmu-miR-29b-3p	-0.24	-0.36	0.48	2009, 2011
Adcyap1r1	ENSMUST00000070756.6	adenylate cyclase activating polypeptide 1 receptor 1 	174	1	0	1	0	0	0	0	0	3	mmu-miR-29a-3p	-0.24	-0.25	0.77	2009, 2011
Rsc1a1	ENSMUST00000105782.1	regulatory solute carrier protein, family 1, member 1 	874	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.24	-0.31	0.92	
Cecr2	ENSMUST00000112686.2	cat eye syndrome chromosome region, candidate 2 	350	1	0	1	0	4	1	1	2	1	mmu-miR-29b-3p	-0.24	-0.33	0.67	2009, 2011
Slk	ENSMUST00000026043.6	STE20-like kinase 	5393	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.28	0.92	2005, 2007, 2011
Hdgf	ENSMUST00000005017.9	hepatoma-derived growth factor 	18948	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.24	0.91	2005, 2007, 2009, 2011
Eif3j1	ENSMUST00000028668.7	eukaryotic translation initiation factor 3, subunit J1 	350	1	0	0	1	1	0	1	0	0	mmu-miR-29a-3p	-0.24	-0.24	0.90	2009, 2011
Jarid2	ENSMUST00000173246.2	jumonji, AT rich interactive domain 2 	1458	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.37	0.82	2005, 2007, 2009, 2011
Lpl	ENSMUST00000015712.9	lipoprotein lipase 	52537	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.41	0.91	2005, 2007, 2009, 2011
4833424O15Rik	ENSMUST00000106473.3	RIKEN cDNA 4833424O15 gene 	5	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.24	0.89	2007, 2009, 2011
Pcsk5	ENSMUST00000050715.8	proprotein convertase subtilisin/kexin type 5 	74	1	0	1	0	1	0	0	1	0	mmu-miR-29b-3p	-0.24	-0.30	0.86	2011
Nyap2	ENSMUST00000123285.1	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2 	5	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.24	0.90	
Akap17b	ENSMUST00000051906.7	A kinase (PRKA) anchor protein 17B 	221	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.24	-0.24	0.84	2009, 2011
Rnf169	ENSMUST00000080817.4	ring finger protein 169 	779	2	0	2	0	0	0	0	0	1	mmu-miR-29b-3p	-0.24	-0.27	0.97	2011
Fzd5	ENSMUST00000063982.6	frizzled homolog 5 (Drosophila) 	316	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.24	0.76	2007, 2009, 2011
Sidt1	ENSMUST00000127567.2	SID1 transmembrane family, member 1 	6	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.24	0.67	2005, 2007, 2009, 2011
Adamts15	ENSMUST00000065112.6	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15 	17	1	0	1	0	0	0	0	0	4	mmu-miR-29a-3p	-0.24	-0.24	0.55	2009, 2011
Mafb	ENSMUST00000099126.4	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian) 	852	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.24	-0.28	0.82	2005, 2007, 2009, 2011
Syt14	ENSMUST00000016344.7	synaptotagmin XIV 	81	2	0	2	0	2	0	2	0	1	mmu-miR-29b-3p	-0.24	-0.49	0.95	2007
Fam126b	ENSMUST00000161600.2	family with sequence similarity 126, member B 	493	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.23	-0.24	0.66	2007, 2009, 2011
Fras1	ENSMUST00000036019.4	Fraser syndrome 1 homolog (human) 	67	1	0	1	0	0	0	0	0	2	mmu-miR-29b-3p	-0.23	-0.26	0.87	2005, 2007, 2009, 2011
Fam83f	ENSMUST00000023044.5	family with sequence similarity 83, member F 	47	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.23	-0.23	0.46	2007, 2009, 2011
Ppp1r15b	ENSMUST00000052529.3	protein phosphatase 1, regulatory (inhibitor) subunit 15b 	2416	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.23	-0.25	0.88	2005, 2007, 2011
Atp2b1	ENSMUST00000020107.7	ATPase, Ca++ transporting, plasma membrane 1 	1855	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.23	-0.25	0.43	2005, 2007, 2011
Gas7	ENSMUST00000108682.3	growth arrest specific 7 	469	1	0	0	1	0	0	0	0	2	mmu-miR-29b-3p	-0.23	-0.24	0.83	2005, 2007, 2009, 2011
Rnf150	ENSMUST00000078525.5	ring finger protein 150 	347	1	0	1	0	1	0	1	0	0	mmu-miR-29b-3p	-0.23	-0.27	0.70	2011
Ccdc88a	ENSMUST00000040182.7	coiled coil domain containing 88A 	178	1	0	0	1	1	1	0	0	0	mmu-miR-29b-3p	-0.23	-0.46	0.86	2007, 2009, 2011
Nav1	ENSMUST00000067414.7	neuron navigator 1 	499	3	1	2	0	1	0	1	0	1	mmu-miR-29b-3p	-0.23	-0.34	> 0.99	2005, 2007, 2009, 2011
